id,price
0,6.0842333
1,8.4761505
2,9.460872
3,7.8166013
4,8.727734
5,8.15493
6,7.0075006
7,6.965497
8,6.346228
9,6.780122
10,9.483453
11,7.40788
12,8.516078
13,8.2923
14,6.561058
15,7.0730205
16,7.8092437
17,6.095684
18,9.351624
19,9.130035
20,6.7322264
21,8.949455
22,9.5315895
23,6.6148496
24,9.248692
25,7.1304464
26,7.1541305
27,9.710987
28,8.202456
29,8.532651
30,6.899101
31,8.396205
32,8.340977
33,6.2555785
34,9.69873
35,8.439587
36,9.262277
37,7.67137
38,9.455281
39,9.705481
40,9.22396
41,8.427731
42,7.153331
43,8.427097
44,7.3824396
45,6.441189
46,6.114263
47,9.604086
48,8.830712
49,8.574098
50,7.5653496
51,7.1138563
52,7.8945575
53,7.768835
54,7.0054054
55,6.7549186
56,9.004095
57,9.367554
58,6.772387
59,7.022884
60,7.469956
61,8.467125
62,6.81047
63,7.7627263
64,8.068198
65,7.500868
66,9.265123
67,8.013769
68,7.7151175
69,8.0800705
70,9.547344
71,6.256135
72,6.6575565
73,7.9899697
74,6.4956465
75,6.6966405
76,6.722333
77,9.046863
78,6.6195574
79,7.4754453
80,7.920732
81,6.455926
82,8.293837
83,6.8710246
84,8.241468
85,6.33709
86,7.2327604
87,6.92962
88,7.9327245
89,8.136039
90,6.4067936
91,8.452853
92,7.2162647
93,6.5667877
94,9.218306
95,8.004926
96,6.627633
97,8.040222
98,6.669231
99,6.489858
100,8.814427
101,6.5631027
102,6.818215
103,9.359344
104,9.398849
105,8.3093605
106,8.360631
107,8.156741
108,6.5593257
109,6.615006
110,7.491455
111,8.735891
112,9.695735
113,6.378973
114,7.4310036
115,6.3731594
116,9.154365
117,7.5798063
118,6.9740644
119,8.418043
120,7.408691
121,6.405218
122,7.939981
123,8.364521
124,8.45756
125,7.6968184
126,6.0887694
127,8.491441
128,8.7710495
129,8.376283
130,8.392051
131,6.716988
132,7.9484677
133,6.284864
134,6.650506
135,9.517524
136,7.943093
137,7.651787
138,8.202195
139,7.391985
140,8.3420925
141,7.512512
142,8.854434
143,6.9781
144,6.511199
145,8.7675905
