id,price
0,6.090719246747394
1,8.587891828483418
2,9.522647223332214
3,7.91338921467798
4,9.069281317355031
5,8.1004721536878
6,7.091429337313682
7,7.164515013882319
8,6.259979435534126
9,6.530169134558928
10,9.261808460129362
11,7.352279403370163
12,8.463327544521547
13,8.325933434013702
14,6.499827660166552
15,7.116129343203381
16,7.911047429158251
17,6.300255220896668
18,9.329619956080204
19,9.010716249709947
20,6.85652208989905
21,8.982162295726479
22,9.409452690111497
23,6.698649032933615
24,9.243292574785247
25,7.176336233843447
26,7.092421283289175
27,9.8316349318186
28,8.236168411115521
29,8.368672640299772
30,6.882283094836575
31,8.449262824479817
32,8.317174846796478
33,6.032706566485498
34,9.86510218418579
35,8.396286551790979
36,9.17467626910705
37,7.683399547768482
38,9.831755831982242
39,9.72489570323563
40,9.235908352157946
41,8.446093702143546
42,7.141718571440313
43,8.464192026990315
44,7.2319963745247815
45,6.303350435237766
46,6.3507227232920656
47,9.472658579659448
48,8.89130958981417
49,8.580477597897033
50,7.454009489115724
51,7.193181282155519
52,7.641541537917092
53,7.789270443121212
54,7.05769296165003
55,6.779553968838269
56,8.81455335111454
57,9.575403341015662
58,6.589754898374845
59,7.116778236214769
60,7.526565922784094
61,8.411411221000407
62,6.625641339437989
63,7.858142172000516
64,8.156695209295346
65,7.541889732592933
66,9.415899249041612
67,8.139779054048427
68,7.739070460913747
69,8.082208321192574
70,9.418002133717955
71,6.302102905027148
72,6.645129594608881
73,7.959520716788232
74,6.554828662417782
75,6.696351430534381
76,6.6300101120136805
77,9.035923341834494
78,6.637979056345609
79,7.3125081716043905
80,7.941865815329143
81,6.545165216077864
82,8.434276988842502
83,7.040215214226173
84,8.165548749985795
85,6.296101502243
86,7.187333393648649
87,7.024501517467128
88,7.875780764911911
89,8.075762004086974
90,6.513365837810978
91,8.397323055476921
92,7.368287514703765
93,6.415381243292481
94,9.054655340112346
95,7.94839737478791
96,6.605022485963882
97,8.17567394643859
98,6.800909029623512
99,6.37653469847879
100,8.623382434040657
101,6.509359147073029
102,6.678931058999616
103,9.415088273741905
104,9.321082866169597
105,8.346003639641335
106,8.568525950212248
107,8.093734237208068
108,6.6521284009613355
109,6.443634696235227
110,7.554890994330828
111,8.783478002557146
112,9.721836027615513
113,6.4059690671442695
114,7.461169234168993
115,6.35523421707803
116,9.0234966021815
117,7.434484623754397
118,6.6609282342724
119,8.388424338836622
120,7.435991256581053
121,6.439322737755155
122,7.86647804890265
123,8.23826093783806
124,8.489442422147714
125,7.67740197527496
126,6.181546911009722
127,8.24218563079679
128,8.556561214776078
129,8.288645796037578
130,8.30471473106925
131,6.733105418532607
132,7.897478975900114
133,6.2629246351608545
134,6.723580750270161
135,9.274453335473392
136,8.063324027692364
137,7.484773472196713
138,8.212948694851404
139,7.388486023640985
140,8.263173944399844
141,7.507684467836224
142,8.853391624509268
143,6.890396480191471
144,6.480008753899929
145,8.647836049311316
146,9.623767457600263
147,6.986778303894916
148,6.991033559529823
149,7.518272177961445
150,6.585228867440426
151,8.69909738304564
152,7.84107429867937
153,7.601446614349598
154,7.638181244081483
155,7.716906686477616
156,6.070774017664894
157,9.271572814011169
158,6.232841068074107
159,6.800866304005511
160,8.033468613455447
161,6.2824394880077
162,7.69763808125317
163,6.530293875526832
164,7.137544703225048
165,6.779317444312215
166,8.316301621025914
167,8.044248870071147
168,6.347944845932817
169,8.249936581781935
170,7.56985208127676
171,8.603785716604271
172,8.697340910204876
173,8.363761535599755
174,8.565450348894785
175,7.253115292098748
176,6.204319340139593
177,6.3597237017009896
178,7.659019556773526
179,6.626495237578377
180,8.501034614031969
181,6.761831557622348
182,7.213428787897366
183,7.410567353857015
184,8.864687711351824
185,7.140208262042285
186,6.658593146562844
187,8.650612064792393
188,6.242335175903799
189,6.236066934905436
190,6.085425500723833
191,8.408536998724891
192,7.758095756100132
193,7.766065064239599
194,9.829782861569605
195,9.225849786308302
196,8.271208632446665
197,6.28463920025809
198,7.476573171063649
199,8.450534638759748
200,8.689200971440247
201,6.559587365618167
202,6.2150531883143305
203,8.823901184926841
204,8.200673845968463
205,6.820455487213406
206,8.086977826975406
207,6.443503903296261
208,6.012330429826164
209,9.50949062499588
210,8.718386192669787
211,9.276878248297226
212,8.472193590947203
213,6.804962585738702
214,7.952778436489091
215,7.093503499033871
216,6.91565479562086
217,7.6507539767515675
218,7.180577972451184
219,6.424531571977779
220,6.452313405925025
221,7.239769476082161
222,8.181247955081426
223,7.490195106699667
224,6.388228932809052
225,8.827708723219558
226,6.480120895553899
227,7.880364631818918
228,6.172492432706209
229,10.046084324153163
230,8.295288300656328
231,8.588305891620095
232,6.583583473076224
233,8.647331388857157
234,8.557130061111819
235,8.78014290605537
236,6.29581704945465
237,9.497336772682253
238,9.369743276584607
239,9.582729499809705
240,6.549865981886165
241,6.916440626755762
242,7.179244622703887
243,7.782581349591025
244,9.19380673778096
245,6.451425188896602
246,8.167806600686085
247,8.339655468247305
248,8.134465083998478
249,6.623421932033308
250,6.6667874800210996
251,7.774835804699502
252,6.431860422110876
253,9.67231971164981
254,9.018343554944288
255,8.828161775691115
256,6.69476917685137
257,6.239881565835061
258,9.662019228975858
259,7.44577890066826
260,5.998290620330581
261,8.808414529091728
262,5.982666734259504
263,7.332541355020082
264,8.397176841089848
265,8.951939408874296
266,6.823846843212369
267,8.88424926489541
268,6.906677743516044
269,9.452471065347577
270,8.697142512151302
271,8.913667189803524
272,7.446064740503044
273,7.076691325711078
274,7.463775065281151
275,6.456331191947584
276,7.247252140587804
277,9.452798500435858
278,8.61016527422699
279,9.043178018213748
280,7.39553188683338
281,6.605044594896409
282,7.354542365126722
283,7.270603723308577
284,6.4794284116234575
285,6.810128537144466
286,6.621025246935949
287,6.776660251838814
288,6.446541695647763
289,7.981241357475631
290,6.800830883552397
291,7.380947291710789
292,9.368614374104748
293,6.478978865490126
294,6.786995526396676
295,8.61651320513963
296,6.8261697934240555
297,8.635704643799798
298,8.503928861136234
299,7.190407546882316
300,8.77616909359385
301,7.235695469359764
302,7.05300218017816
303,8.789608516781557
304,6.238579389574804
305,6.571981036199262
306,7.372458881884596
307,9.558444678704625
308,9.01797774138327
309,9.058664415997274
310,8.30076768025748
311,6.430289837151195
312,6.7510193956405455
313,8.405636309569928
314,9.106980418745337
315,8.204799203165956
316,6.0250813332375515
317,9.601144166047593
318,6.380037186631757
319,6.721091581637937
320,8.2881900224749
321,8.641540698504162
322,6.609056759855974
323,9.157989765960227
324,8.467830785193499
325,6.63025257365779
326,6.858328004093151
327,9.524760641300826
328,7.085329385005162
329,6.551010601898595
330,6.31997597577786
331,8.493120203205418
332,8.208373683341083
333,6.895453358592368
334,6.777653473756777
335,6.337066675387763
336,8.023302152551011
337,8.586003662367624
338,7.287323687299775
339,8.894743146374747
340,7.790500460615611
341,6.894727419075876
342,8.738617347566137
343,8.204430223725982
344,6.84909396156247
345,7.331493965549312
346,7.589376557924515
347,6.521588273881152
348,8.420361867321944
349,6.909747648386752
350,7.93993368809379
351,8.284627204579888
352,8.534038003945444
353,8.980370899994973
354,9.825017845127597
